"measure","tp","est","SE","df","t.value","p.value","sig"
"SWMBE468","tp(A7)",-12.7,4.66,30,-2.72,"0.011","*"
"SWMBE468","tp(B7)",-13.16,4.66,30,-2.82,"0.008","**"
"SWMBE468","tp(B30)",-2.57,4.66,30,-0.55,"0.585",""
"SWMBE468","boundlessMean",-0.07,0.09,17,-0.78,"0.443",""
"SWMBE468","tp(A7):boundlessMean",0.12,0.07,30,1.71,"0.097",""
"SWMBE468","tp(B7):boundlessMean",0.1,0.07,30,1.41,"0.170",""
"SWMBE468","tp(B30):boundlessMean",-0.02,0.07,30,-0.34,"0.737",""
"SWMBE468","(Intercept)",21.41,7.06,17.4,3.03,"0.007","**"
"SWMBE468","tp(A7)",-15.43,5.84,30,-2.64,"0.013","*"
"SWMBE468","tp(B7)",-15.59,5.84,30,-2.67,"0.012","*"
"SWMBE468","tp(B30)",-7.27,5.84,30,-1.24,"0.223",""
"SWMBE468","anxiousEgoMean",-0.14,0.22,17.4,-0.64,"0.529",""
"SWMBE468","tp(A7):anxiousEgoMean",0.34,0.19,30,1.82,"0.079",""
"SWMBE468","tp(B7):anxiousEgoMean",0.28,0.19,30,1.53,"0.137",""
"SWMBE468","tp(B30):anxiousEgoMean",0.11,0.19,30,0.6,"0.554",""
"SWMBE468","(Intercept)",27.68,8.43,19.7,3.29,"0.004","**"
"SWMBE468","tp(A7)",-4.69,7.66,30,-0.61,"0.545",""
"SWMBE468","tp(B7)",-13.55,7.66,30,-1.77,"0.087",""
"SWMBE468","tp(B30)",1.49,7.66,30,0.19,"0.848",""
"SWMBE468","visionaryMean",-0.18,0.14,19.7,-1.3,"0.209",""
"SWMBE468","tp(A7):visionaryMean",-0.01,0.13,30,-0.11,"0.913",""
"SWMBE468","tp(B7):visionaryMean",0.11,0.13,30,0.86,"0.399",""
"SWMBE468","tp(B30):visionaryMean",-0.09,0.13,30,-0.75,"0.462",""
"SWMBE6","(Intercept)",8.69,1.98,19.8,4.39,"<0.001","***"
"SWMBE6","tp(A7)",-5.95,1.81,30,-3.28,"0.003","**"
"SWMBE6","tp(B7)",-6.31,1.81,30,-3.49,"0.002","**"
"SWMBE6","tp(B30)",-5.78,1.81,30,-3.19,"0.003","**"
"SWMBE6","boundlessMean",-0.06,0.03,19.8,-2.02,"0.057",""
"SWMBE6","tp(A7):boundlessMean",0.06,0.03,30,2.11,"0.043","*"
"SWMBE6","tp(B7):boundlessMean",0.06,0.03,30,2.08,"0.046","*"
"SWMBE6","tp(B30):boundlessMean",0.06,0.03,30,2.31,"0.028","*"
"SWMBE6","(Intercept)",8.39,2.43,19.1,3.45,"0.003","**"
"SWMBE6","tp(A7)",-8.19,2.16,30,-3.79,"<0.001","***"
"SWMBE6","tp(B7)",-5.44,2.16,30,-2.52,"0.017","*"
"SWMBE6","tp(B30)",-6.13,2.16,30,-2.84,"0.008","**"
"SWMBE6","anxiousEgoMean",-0.11,0.08,19.1,-1.46,"0.162",""
"SWMBE6","tp(A7):anxiousEgoMean",0.19,0.07,30,2.81,"0.009","**"
"SWMBE6","tp(B7):anxiousEgoMean",0.09,0.07,30,1.25,"0.221",""
"SWMBE6","tp(B30):anxiousEgoMean",0.14,0.07,30,2.04,"0.050","*"
"SWMBE6","(Intercept)",11,2.97,23.7,3.7,"0.001","**"
"SWMBE6","tp(A7)",-4.29,3.03,30,-1.41,"0.168",""
"SWMBE6","tp(B7)",-6.72,3.03,30,-2.22,"0.034","*"
"SWMBE6","tp(B30)",-5.39,3.03,30,-1.78,"0.086",""
"SWMBE6","visionaryMean",-0.1,0.05,23.7,-2.07,"0.049","*"
"SWMBE6","tp(A7):visionaryMean",0.03,0.05,30,0.61,"0.544",""
"SWMBE6","tp(B7):visionaryMean",0.07,0.05,30,1.31,"0.202",""
"SWMBE6","tp(B30):visionaryMean",0.06,0.05,30,1.16,"0.254",""
"SWMBE8","(Intercept)",10.22,3.88,21.3,2.63,"0.016","*"
"SWMBE8","tp(A7)",-4.99,3.72,30,-1.34,"0.190",""
"SWMBE8","tp(B7)",-4.69,3.72,30,-1.26,"0.217",""
"SWMBE8","tp(B30)",5.39,3.72,30,1.45,"0.157",""
"SWMBE8","boundlessMean",0,0.06,21.3,0.01,"0.992",""
"SWMBE8","tp(A7):boundlessMean",0.05,0.06,30,0.92,"0.367",""
"SWMBE8","tp(B7):boundlessMean",0.03,0.06,30,0.6,"0.551",""
"SWMBE8","tp(B30):boundlessMean",-0.1,0.06,30,-1.76,"0.089",""
"SWMBE8","(Intercept)",10.42,4.85,23.2,2.15,"0.042","*"
"SWMBE8","tp(A7)",-5.69,4.89,30,-1.16,"0.253",""
"SWMBE8","tp(B7)",-7.05,4.89,30,-1.44,"0.159",""
"SWMBE8","tp(B30)",2.12,4.89,30,0.43,"0.667",""
"SWMBE8","anxiousEgoMean",-0.01,0.15,23.2,-0.04,"0.971",""
"SWMBE8","tp(A7):anxiousEgoMean",0.13,0.15,30,0.83,"0.415",""
"SWMBE8","tp(B7):anxiousEgoMean",0.15,0.15,30,0.96,"0.345",""
"SWMBE8","tp(B30):anxiousEgoMean",-0.09,0.15,30,-0.57,"0.570",""
"SWMBE8","(Intercept)",13.03,5.85,24.9,2.23,"0.035","*"
"SWMBE8","tp(A7)",2.34,6.14,30,0.38,"0.706",""
"SWMBE8","tp(B7)",-3.75,6.14,30,-0.61,"0.546",""
"SWMBE8","tp(B30)",9.56,6.14,30,1.56,"0.130",""
"SWMBE8","visionaryMean",-0.05,0.1,24.9,-0.5,"0.625",""
"SWMBE8","tp(A7):visionaryMean",-0.07,0.1,30,-0.72,"0.476",""
"SWMBE8","tp(B7):visionaryMean",0.02,0.1,30,0.18,"0.856",""
"SWMBE8","tp(B30):visionaryMean",-0.17,0.1,30,-1.71,"0.098",""
"SWMS","(Intercept)",10.56,2.09,15.5,5.05,"<0.001","***"
"SWMS","tp(A7)",-2.78,1.55,30,-1.79,"0.083",""
"SWMS","tp(B7)",-3.71,1.55,30,-2.39,"0.023","*"
"SWMS","tp(B30)",-2.97,1.55,30,-1.91,"0.065",""
"SWMS","boundlessMean",-0.03,0.03,15.5,-1,"0.331",""
"SWMS","tp(A7):boundlessMean",0.03,0.02,30,1.33,"0.193",""
"SWMS","tp(B7):boundlessMean",0.04,0.02,30,1.58,"0.125",""
"SWMS","tp(B30):boundlessMean",0.03,0.02,30,1.23,"0.229",""
"SWMS","(Intercept)",10.75,2.55,15.3,4.22,"<0.001","***"
"SWMS","tp(A7)",-2.98,1.85,30,-1.61,"0.118",""
"SWMS","tp(B7)",-5.07,1.85,30,-2.74,"0.010","*"
"SWMS","tp(B30)",-2.88,1.85,30,-1.55,"0.131",""
"SWMS","anxiousEgoMean",-0.07,0.08,15.3,-0.87,"0.396",""
"SWMS","tp(A7):anxiousEgoMean",0.07,0.06,30,1.19,"0.244",""
"SWMS","tp(B7):anxiousEgoMean",0.12,0.06,30,2.06,"0.048","*"
"SWMS","tp(B30):anxiousEgoMean",0.06,0.06,30,0.94,"0.356",""
"SWMS","(Intercept)",11.91,3.07,16.2,3.88,"0.001","**"
"SWMS","tp(A7)",-0.2,2.38,30,-0.08,"0.933",""
"SWMS","tp(B7)",-3.87,2.38,30,-1.63,"0.114",""
"SWMS","tp(B30)",0.89,2.38,30,0.38,"0.710",""
"SWMS","visionaryMean",-0.06,0.05,16.2,-1.1,"0.288",""
"SWMS","tp(A7):visionaryMean",-0.01,0.04,30,-0.31,"0.757",""
"SWMS","tp(B7):visionaryMean",0.04,0.04,30,1.04,"0.308",""
"SWMS","tp(B30):visionaryMean",-0.04,0.04,30,-0.94,"0.356",""
"CCFQ","(Intercept)",78.09,8.01,14.6,9.75,"<0.001","***"
"CCFQ","tp(A7)",2.39,5.51,30,0.43,"0.668",""
"CCFQ","tp(B7)",-2.65,5.51,30,-0.48,"0.634",""
"CCFQ","tp(B30)",-4.83,5.51,30,-0.88,"0.388",""
"CCFQ","boundlessMean",-0.15,0.12,14.6,-1.22,"0.241",""
"CCFQ","tp(A7):boundlessMean",0.01,0.08,30,0.07,"0.943",""
"CCFQ","tp(B7):boundlessMean",0.09,0.08,30,1.05,"0.301",""
"CCFQ","tp(B30):boundlessMean",0.15,0.08,30,1.79,"0.083",""
"CCFQ","(Intercept)",68.92,10.06,14.6,6.85,"<0.001","***"
"CCFQ","tp(A7)",5.43,6.95,30,0.78,"0.441",""
"CCFQ","tp(B7)",8.43,6.95,30,1.21,"0.234",""
"CCFQ","tp(B30)",0.77,6.95,30,0.11,"0.913",""
"CCFQ","anxiousEgoMean",0.01,0.32,14.6,0.03,"0.973",""
"CCFQ","tp(A7):anxiousEgoMean",-0.09,0.22,30,-0.41,"0.683",""
"CCFQ","tp(B7):anxiousEgoMean",-0.2,0.22,30,-0.9,"0.375",""
"CCFQ","tp(B30):anxiousEgoMean",0.11,0.22,30,0.51,"0.614",""
"CCFQ","(Intercept)",81.98,12.15,14.6,6.75,"<0.001","***"
"CCFQ","tp(A7)",12.66,8.4,30,1.51,"0.142",""
"CCFQ","tp(B7)",-6.56,8.4,30,-0.78,"0.441",""
"CCFQ","tp(B30)",-0.26,8.4,30,-0.03,"0.975",""
"CCFQ","visionaryMean",-0.22,0.2,14.6,-1.09,"0.293",""
"CCFQ","tp(A7):visionaryMean",-0.17,0.14,30,-1.23,"0.229",""
"CCFQ","tp(B7):visionaryMean",0.16,0.14,30,1.13,"0.266",""
"CCFQ","tp(B30):visionaryMean",0.07,0.14,30,0.54,"0.594",""
"CSSRS","(Intercept)",2.19,0.53,32.3,4.13,"<0.001","***"
"CSSRS","tp(A7)",-2.38,0.64,30,-3.74,"<0.001","***"
"CSSRS","tp(B7)",-1.85,0.64,30,-2.91,"0.007","**"
"CSSRS","tp(B30)",-2.04,0.64,30,-3.2,"0.003","**"
"CSSRS","boundlessMean",-0.02,0.01,32.3,-2.32,"0.027","*"
"CSSRS","tp(A7):boundlessMean",0.02,0.01,30,2.55,"0.016","*"
"CSSRS","tp(B7):boundlessMean",0.02,0.01,30,1.63,"0.114",""
"CSSRS","tp(B30):boundlessMean",0.02,0.01,30,2.39,"0.023","*"
"CSSRS","(Intercept)",1.31,0.7,35.2,1.88,"0.068",""
"CSSRS","tp(A7)",-1.27,0.87,30,-1.46,"0.156",""
"CSSRS","tp(B7)",-1.19,0.87,30,-1.36,"0.182",""
"CSSRS","tp(B30)",-0.92,0.87,30,-1.06,"0.299",""
"CSSRS","anxiousEgoMean",-0.01,0.02,35.2,-0.35,"0.732",""
"CSSRS","tp(A7):anxiousEgoMean",0.01,0.03,30,0.43,"0.669",""
"CSSRS","tp(B7):anxiousEgoMean",0.01,0.03,30,0.33,"0.740",""
"CSSRS","tp(B30):anxiousEgoMean",0.01,0.03,30,0.31,"0.758",""
"CSSRS","(Intercept)",1.6,0.86,34.2,1.86,"0.071",""
"CSSRS","tp(A7)",-1.75,1.06,30,-1.64,"0.112",""
"CSSRS","tp(B7)",-1.37,1.06,30,-1.29,"0.208",""
"CSSRS","tp(B30)",-2.42,1.06,30,-2.27,"0.030","*"
"CSSRS","visionaryMean",-0.01,0.01,34.2,-0.63,"0.534",""
"CSSRS","tp(A7):visionaryMean",0.01,0.02,30,0.81,"0.424",""
"CSSRS","tp(B7):visionaryMean",0.01,0.02,30,0.44,"0.662",""
"CSSRS","tp(B30):visionaryMean",0.03,0.02,30,1.71,"0.097",""
"ESAPS","(Intercept)",1.01,1.62,16,0.62,"0.541",""
"ESAPS","tp(A7)",-0.92,1.24,30,-0.74,"0.466",""
"ESAPS","tp(B7)",-1.61,1.24,30,-1.3,"0.205",""
"ESAPS","tp(B30)",-1.35,1.24,30,-1.08,"0.287",""
"ESAPS","boundlessMean",0.02,0.02,16,0.9,"0.380",""
"ESAPS","tp(A7):boundlessMean",-0.02,0.02,30,-0.82,"0.420",""
"ESAPS","tp(B7):boundlessMean",0.01,0.02,30,0.4,"0.695",""
"ESAPS","tp(B30):boundlessMean",0,0.02,30,0.01,"0.991",""
"ESAPS","(Intercept)",2.28,2.05,15.8,1.11,"0.283",""
"ESAPS","tp(A7)",-1.67,1.55,30,-1.08,"0.290",""
"ESAPS","tp(B7)",-1.15,1.55,30,-0.74,"0.466",""
"ESAPS","tp(B30)",-1.5,1.55,30,-0.97,"0.341",""
"ESAPS","anxiousEgoMean",0,0.07,15.8,0.03,"0.979",""
"ESAPS","tp(A7):anxiousEgoMean",-0.01,0.05,30,-0.11,"0.912",""
"ESAPS","tp(B7):anxiousEgoMean",0,0.05,30,-0.01,"0.989",""
"ESAPS","tp(B30):anxiousEgoMean",0.01,0.05,30,0.12,"0.909",""
"ESAPS","(Intercept)",0.99,2.58,15.9,0.38,"0.706",""
"ESAPS","tp(A7)",-0.93,1.96,30,-0.47,"0.639",""
"ESAPS","tp(B7)",-1.49,1.96,30,-0.76,"0.453",""
"ESAPS","tp(B30)",-2.08,1.96,30,-1.06,"0.296",""
"ESAPS","visionaryMean",0.02,0.04,15.9,0.54,"0.595",""
"ESAPS","tp(A7):visionaryMean",-0.02,0.03,30,-0.48,"0.634",""
"ESAPS","tp(B7):visionaryMean",0.01,0.03,30,0.17,"0.865",""
"ESAPS","tp(B30):visionaryMean",0.01,0.03,30,0.4,"0.694",""
"HAMA","(Intercept)",16.24,4.22,22.7,3.85,"<0.001","***"
"HAMA","tp(A7)",-1.06,4.2,30,-0.25,"0.803",""
"HAMA","tp(B7)",-5.51,4.2,30,-1.31,"0.200",""
"HAMA","tp(B30)",-6.86,4.2,30,-1.63,"0.113",""
"HAMA","boundlessMean",0.01,0.06,22.7,0.09,"0.929",""
"HAMA","tp(A7):boundlessMean",0,0.06,30,-0.01,"0.995",""
"HAMA","tp(B7):boundlessMean",0.02,0.06,30,0.27,"0.792",""
"HAMA","tp(B30):boundlessMean",0.06,0.06,30,0.97,"0.337",""
"HAMA","(Intercept)",14.85,4.76,22.9,3.12,"0.005","**"
"HAMA","tp(A7)",-2.75,4.77,30,-0.58,"0.568",""
"HAMA","tp(B7)",-6,4.77,30,-1.26,"0.218",""
"HAMA","tp(B30)",-13.04,4.77,30,-2.74,"0.010","*"
"HAMA","anxiousEgoMean",0.06,0.15,22.9,0.39,"0.701",""
"HAMA","tp(A7):anxiousEgoMean",0.06,0.15,30,0.37,"0.711",""
"HAMA","tp(B7):anxiousEgoMean",0.05,0.15,30,0.34,"0.739",""
"HAMA","tp(B30):anxiousEgoMean",0.33,0.15,30,2.22,"0.034","*"
"HAMA","(Intercept)",15.4,6.6,22.9,2.33,"0.029","*"
"HAMA","tp(A7)",-3.18,6.6,30,-0.48,"0.634",""
"HAMA","tp(B7)",-8.73,6.6,30,-1.32,"0.196",""
"HAMA","tp(B30)",-2.37,6.6,30,-0.36,"0.722",""
"HAMA","visionaryMean",0.02,0.11,22.9,0.19,"0.853",""
"HAMA","tp(A7):visionaryMean",0.04,0.11,30,0.33,"0.744",""
"HAMA","tp(B7):visionaryMean",0.07,0.11,30,0.67,"0.510",""
"HAMA","tp(B30):visionaryMean",-0.01,0.11,30,-0.13,"0.901",""
"MADRS","(Intercept)",26,6.13,22.8,4.24,"<0.001","***"
"MADRS","tp(A7)",-10.94,6.13,30,-1.78,"0.084",""
"MADRS","tp(B7)",-11.57,6.13,30,-1.89,"0.069",""
"MADRS","tp(B30)",-19.58,6.13,30,-3.19,"0.003","**"
"MADRS","boundlessMean",-0.08,0.09,22.8,-0.9,"0.376",""
"MADRS","tp(A7):boundlessMean",0.1,0.09,30,1.1,"0.278",""
"MADRS","tp(B7):boundlessMean",0.06,0.09,30,0.66,"0.513",""
"MADRS","tp(B30):boundlessMean",0.2,0.09,30,2.2,"0.036","*"
"MADRS","(Intercept)",11.43,6.86,30.5,1.67,"0.106",""
"MADRS","tp(A7)",-5.75,8,30,-0.72,"0.477",""
"MADRS","tp(B7)",-5.71,8,30,-0.71,"0.480",""
"MADRS","tp(B30)",-11.16,8,30,-1.4,"0.173",""
"MADRS","anxiousEgoMean",0.32,0.22,30.5,1.49,"0.146",""
"MADRS","tp(A7):anxiousEgoMean",0.03,0.25,30,0.12,"0.903",""
"MADRS","tp(B7):anxiousEgoMean",-0.07,0.25,30,-0.29,"0.770",""
"MADRS","tp(B30):anxiousEgoMean",0.13,0.25,30,0.5,"0.620",""
"MADRS","(Intercept)",19.01,9.76,24.9,1.95,"0.063",""
"MADRS","tp(A7)",-4.76,10.23,30,-0.47,"0.645",""
"MADRS","tp(B7)",-7.41,10.23,30,-0.72,"0.475",""
"MADRS","tp(B30)",-13.76,10.23,30,-1.35,"0.189",""
"MADRS","visionaryMean",0.03,0.16,24.9,0.21,"0.834",""
"MADRS","tp(A7):visionaryMean",0,0.17,30,-0.01,"0.994",""
"MADRS","tp(B7):visionaryMean",-0.01,0.17,30,-0.05,"0.959",""
"MADRS","tp(B30):visionaryMean",0.11,0.17,30,0.65,"0.524",""
"PLR","(Intercept)",3.73,1.51,33.8,2.47,"0.019","*"
"PLR","tp(A7)",1.15,2,24.8,0.58,"0.570",""
"PLR","tp(B7)",3.38,2.29,28.5,1.48,"0.151",""
"PLR","tp(B30)",3.78,2.02,24.6,1.88,"0.073",""
"PLR","boundlessMean",-0.01,0.02,33.8,-0.61,"0.547",""
"PLR","tp(A7):boundlessMean",0.01,0.03,24.8,0.43,"0.670",""
"PLR","tp(B7):boundlessMean",-0.01,0.03,27.8,-0.35,"0.726",""
"PLR","tp(B30):boundlessMean",-0.02,0.03,24.4,-0.5,"0.618",""
"PLR","(Intercept)",3.45,1.78,33.3,1.93,"0.062",""
"PLR","tp(A7)",1.4,2.35,24.7,0.6,"0.557",""
"PLR","tp(B7)",2.59,2.39,25.1,1.09,"0.288",""
"PLR","tp(B30)",4.25,2.36,24.6,1.8,"0.084",""
"PLR","anxiousEgoMean",-0.02,0.06,33.1,-0.31,"0.759",""
"PLR","tp(A7):anxiousEgoMean",0.02,0.07,24.4,0.22,"0.825",""
"PLR","tp(B7):anxiousEgoMean",0,0.07,24.5,-0.04,"0.972",""
"PLR","tp(B30):anxiousEgoMean",-0.05,0.07,24.4,-0.61,"0.545",""
"PLR","(Intercept)",4.24,2.29,33.8,1.85,"0.073",""
"PLR","tp(A7)",2.39,3.08,23.3,0.78,"0.445",""
"PLR","tp(B7)",1.85,3.3,25.2,0.56,"0.580",""
"PLR","tp(B30)",4.03,3.16,23.9,1.28,"0.214",""
"PLR","visionaryMean",-0.02,0.04,33.8,-0.6,"0.551",""
"PLR","tp(A7):visionaryMean",-0.01,0.05,23.5,-0.15,"0.879",""
"PLR","tp(B7):visionaryMean",0.01,0.05,24.8,0.23,"0.820",""
"PLR","tp(B30):visionaryMean",-0.02,0.05,24.8,-0.36,"0.723",""
"UPDRS_1","(Intercept)",15.24,2.42,32.5,6.31,"<0.001","***"
"UPDRS_1","tp(A7)",-5.54,2.9,30,-1.91,"0.066",""
"UPDRS_1","tp(B7)",-7.1,2.9,30,-2.44,"0.021","*"
"UPDRS_1","tp(B30)",-9.88,2.9,30,-3.4,"0.002","**"
"UPDRS_1","boundlessMean",0.1,0.04,32.5,2.83,"0.008","**"
"UPDRS_1","tp(A7):boundlessMean",-0.08,0.04,30,-1.8,"0.082",""
"UPDRS_1","tp(B7):boundlessMean",-0.11,0.04,30,-2.44,"0.021","*"
"UPDRS_1","tp(B30):boundlessMean",-0.06,0.04,30,-1.48,"0.150",""
"UPDRS_1","(Intercept)",19.76,3.18,33.5,6.22,"<0.001","***"
"UPDRS_1","tp(A7)",-10.68,3.88,30,-2.75,"0.010","*"
"UPDRS_1","tp(B7)",-13.98,3.88,30,-3.6,"0.001","**"
"UPDRS_1","tp(B30)",-15.4,3.88,30,-3.96,"<0.001","***"
"UPDRS_1","anxiousEgoMean",0.06,0.1,33.5,0.56,"0.581",""
"UPDRS_1","tp(A7):anxiousEgoMean",0.01,0.12,30,0.12,"0.907",""
"UPDRS_1","tp(B7):anxiousEgoMean",0.02,0.12,30,0.13,"0.895",""
"UPDRS_1","tp(B30):anxiousEgoMean",0.06,0.12,30,0.45,"0.653",""
"UPDRS_1","(Intercept)",13.88,3.95,30.6,3.51,"0.001","**"
"UPDRS_1","tp(A7)",-5.38,4.61,30,-1.17,"0.253",""
"UPDRS_1","tp(B7)",-3.53,4.61,30,-0.77,"0.450",""
"UPDRS_1","tp(B30)",-8,4.61,30,-1.73,"0.093",""
"UPDRS_1","visionaryMean",0.13,0.07,30.6,1.98,"0.056",""
"UPDRS_1","tp(A7):visionaryMean",-0.08,0.08,30,-1.1,"0.280",""
"UPDRS_1","tp(B7):visionaryMean",-0.17,0.08,30,-2.25,"0.032","*"
"UPDRS_1","tp(B30):visionaryMean",-0.1,0.08,30,-1.3,"0.205",""
"UPDRS_2","(Intercept)",9.08,3.34,14.3,2.72,"0.016","*"
"UPDRS_2","tp(A7)",-2.54,2.24,30,-1.13,"0.265",""
"UPDRS_2","tp(B7)",-6.17,2.24,30,-2.75,"0.010","**"
"UPDRS_2","tp(B30)",-7.25,2.24,30,-3.24,"0.003","**"
"UPDRS_2","boundlessMean",0.11,0.05,14.3,2.24,"0.041","*"
"UPDRS_2","tp(A7):boundlessMean",-0.04,0.03,30,-1.05,"0.302",""
"UPDRS_2","tp(B7):boundlessMean",-0.01,0.03,30,-0.33,"0.744",""
"UPDRS_2","tp(B30):boundlessMean",0,0.03,30,-0.12,"0.902",""
"UPDRS_2","(Intercept)",19.79,4.73,13,4.18,"0.001","**"
"UPDRS_2","tp(A7)",-6.1,2.73,30,-2.24,"0.033","*"
"UPDRS_2","tp(B7)",-9.72,2.73,30,-3.56,"0.001","**"
"UPDRS_2","tp(B30)",-9.43,2.73,30,-3.46,"0.002","**"
"UPDRS_2","anxiousEgoMean",-0.13,0.15,13,-0.89,"0.388",""
"UPDRS_2","tp(A7):anxiousEgoMean",0.05,0.09,30,0.56,"0.578",""
"UPDRS_2","tp(B7):anxiousEgoMean",0.1,0.09,30,1.13,"0.268",""
"UPDRS_2","tp(B30):anxiousEgoMean",0.07,0.09,30,0.76,"0.455",""
"UPDRS_2","(Intercept)",10.98,5.86,13.2,1.87,"0.083",""
"UPDRS_2","tp(A7)",-3.43,3.48,30,-0.99,"0.332",""
"UPDRS_2","tp(B7)",-8.32,3.48,30,-2.39,"0.023","*"
"UPDRS_2","tp(B30)",-10.15,3.48,30,-2.92,"0.007","**"
"UPDRS_2","visionaryMean",0.08,0.1,13.2,0.86,"0.405",""
"UPDRS_2","tp(A7):visionaryMean",-0.02,0.06,30,-0.37,"0.715",""
"UPDRS_2","tp(B7):visionaryMean",0.03,0.06,30,0.45,"0.659",""
"UPDRS_2","tp(B30):visionaryMean",0.05,0.06,30,0.79,"0.435",""
"UPDRS_3","(Intercept)",32.34,9.15,10.9,3.54,"0.005","**"
"UPDRS_3","tp(A7)",-5.22,3.14,30,-1.66,"0.107",""
"UPDRS_3","tp(B7)",-2.09,3.14,30,-0.66,"0.512",""
"UPDRS_3","tp(B30)",-6.63,3.14,30,-2.11,"0.043","*"
"UPDRS_3","boundlessMean",0.09,0.14,10.9,0.66,"0.526",""
"UPDRS_3","tp(A7):boundlessMean",0.03,0.05,30,0.64,"0.529",""
"UPDRS_3","tp(B7):boundlessMean",-0.02,0.05,30,-0.53,"0.601",""
"UPDRS_3","tp(B30):boundlessMean",0.03,0.05,30,0.69,"0.493",""
"UPDRS_3","(Intercept)",40.21,11.34,10.9,3.55,"0.005","**"
"UPDRS_3","tp(A7)",0.04,3.83,30,0.01,"0.991",""
"UPDRS_3","tp(B7)",0.04,3.83,30,0.01,"0.992",""
"UPDRS_3","tp(B30)",-4.73,3.83,30,-1.24,"0.226",""
"UPDRS_3","anxiousEgoMean",-0.08,0.36,10.9,-0.23,"0.821",""
"UPDRS_3","tp(A7):anxiousEgoMean",-0.12,0.12,30,-0.97,"0.341",""
"UPDRS_3","tp(B7):anxiousEgoMean",-0.12,0.12,30,-1.01,"0.320",""
"UPDRS_3","tp(B30):anxiousEgoMean",0,0.12,30,0.02,"0.987",""
"UPDRS_3","(Intercept)",39.7,14.56,10.9,2.73,"0.020","*"
"UPDRS_3","tp(A7)",-3.62,4.89,30,-0.74,"0.464",""
"UPDRS_3","tp(B7)",1.42,4.89,30,0.29,"0.773",""
"UPDRS_3","tp(B30)",-0.25,4.89,30,-0.05,"0.959",""
"UPDRS_3","visionaryMean",-0.03,0.24,10.9,-0.14,"0.892",""
"UPDRS_3","tp(A7):visionaryMean",0,0.08,30,0.04,"0.965",""
"UPDRS_3","tp(B7):visionaryMean",-0.09,0.08,30,-1.07,"0.295",""
"UPDRS_3","tp(B30):visionaryMean",-0.08,0.08,30,-0.94,"0.355",""
"UPDRS_4","(Intercept)",-0.72,1.26,12.7,-0.58,"0.575",""
"UPDRS_4","tp(A7)",0.18,0.68,25.1,0.26,"0.797",""
"UPDRS_4","tp(B7)",0.77,0.68,25.1,1.14,"0.264",""
"UPDRS_4","tp(B30)",0.3,0.77,25.3,0.39,"0.701",""
"UPDRS_4","boundlessMean",0.04,0.02,13.2,2.01,"0.065",""
"UPDRS_4","tp(A7):boundlessMean",-0.01,0.01,25.2,-1.18,"0.248",""
"UPDRS_4","tp(B7):boundlessMean",-0.03,0.01,25.1,-2.41,"0.024","*"
"UPDRS_4","tp(B30):boundlessMean",-0.02,0.01,25.3,-1.53,"0.139",""
"UPDRS_4","(Intercept)",-0.55,1.61,12.7,-0.34,"0.740",""
"UPDRS_4","tp(A7)",0.5,1,25.4,0.5,"0.623",""
"UPDRS_4","tp(B7)",0.63,0.87,25.1,0.73,"0.471",""
"UPDRS_4","tp(B30)",0.21,1.06,25.4,0.2,"0.842",""
"UPDRS_4","anxiousEgoMean",0.07,0.05,13,1.39,"0.189",""
"UPDRS_4","tp(A7):anxiousEgoMean",-0.04,0.03,25.3,-1.13,"0.270",""
"UPDRS_4","tp(B7):anxiousEgoMean",-0.05,0.03,25.2,-1.64,"0.114",""
"UPDRS_4","tp(B30):anxiousEgoMean",-0.03,0.03,25.4,-0.98,"0.336",""
"UPDRS_4","(Intercept)",1.47,2.26,15.1,0.65,"0.525",""
"UPDRS_4","tp(A7)",-0.78,1.35,25.3,-0.58,"0.569",""
"UPDRS_4","tp(B7)",-0.67,1.35,25.3,-0.5,"0.624",""
"UPDRS_4","tp(B30)",-0.7,1.43,25.4,-0.49,"0.628",""
"UPDRS_4","visionaryMean",0,0.04,15.8,0.01,"0.992",""
"UPDRS_4","tp(A7):visionaryMean",0,0.02,25.3,0.21,"0.834",""
"UPDRS_4","tp(B7):visionaryMean",0,0.02,25.3,0.01,"0.995",""
"UPDRS_4","tp(B30):visionaryMean",0,0.02,25.4,0.02,"0.986",""
"UPDRS_SUM","(Intercept)",56.21,12.38,11.8,4.54,"<0.001","***"
"UPDRS_SUM","tp(A7)",-13.28,5.57,25.1,-2.38,"0.025","*"
"UPDRS_SUM","tp(B7)",-14.85,5.57,25.1,-2.67,"0.013","*"
"UPDRS_SUM","tp(B30)",-25.14,6.32,25.2,-3.98,"<0.001","***"
"UPDRS_SUM","boundlessMean",0.36,0.19,12.2,1.92,"0.079",""
"UPDRS_SUM","tp(A7):boundlessMean",-0.12,0.09,25.1,-1.37,"0.181",""
"UPDRS_SUM","tp(B7):boundlessMean",-0.18,0.09,25.1,-2.12,"0.044","*"
"UPDRS_SUM","tp(B30):boundlessMean",-0.05,0.1,25.2,-0.54,"0.593",""
"UPDRS_SUM","(Intercept)",77.5,16.75,11.6,4.63,"<0.001","***"
"UPDRS_SUM","tp(A7)",-14.95,8.38,25.2,-1.78,"0.087",""
"UPDRS_SUM","tp(B7)",-21.31,7.23,25.1,-2.95,"0.007","**"
"UPDRS_SUM","tp(B30)",-30.3,8.84,25.2,-3.43,"0.002","**"
